,Date,Bitcoin Difficulty,Ethereum Difficulty,Ripple Difficulty,Bitcoin Hashrate,Ethereum Hashrate,Ripple Hashrate,Bitcoin Mining Prob,Ethereum Mining Prob,Ripple Mining Prob,Bitcoin Avg. Transaction Value,Ethereum Avg. Transaction Value,Ripple Avg. Transaction Value,Bitcoin No. of Transactions,Ethereum No. of Transactions,Ripple No. of Transactions,Bitcoin Avg. Transaction Fee,Ethereum Avg. Transaction Fee,Ripple Avg. Transaction Fee
1487,2013-01-29,14.903659967782263,0.0,3.0113103035173094,30.74004510723393,0.0,20.110357152276855,-5.710807089593166,0.0,1.1721724917761382,6.767019712789095,0.0,1.8642351575501046,10.850210491530484,0.0,6.920671504248683,-4.028556821684098,0.0,-5.907123398674231
1488,2013-01-30,14.903659967782263,0.0,3.0113103035173094,30.75330948334998,0.0,20.120563671355058,-5.735273141747572,0.0,1.1448595398334294,7.1204443723924875,0.0,1.50585359617753,10.622935807515445,0.0,7.13966033596492,-4.12893600699172,0.0,-5.339139361068292
1489,2013-01-31,14.903659967782263,0.0,3.0113103035173094,30.882431689363145,0.0,20.12926745561881,-5.5940316106970815,0.0,1.2240695060250584,6.4054416584425145,0.0,2.3275703456879544,10.8481713589115,0.0,6.873163834212518,-4.000854219134761,0.0,-5.6958143050070245
1490,2013-02-01,14.903659967782263,0.0,2.976294579661516,30.85045428928902,0.0,20.09565157607088,-5.805815200221352,0.0,1.2977363341380992,6.42366570701706,0.0,2.3232696841868785,10.989267862388859,0.0,6.75110146893676,-4.028556821684098,0.0,-5.867478567326991
1491,2013-02-02,14.903659967782263,0.0,2.941117680280768,30.80637818913269,0.0,20.170757252649164,-5.726028083603521,0.0,1.328400382700988,6.207428385859018,0.0,1.5920882740989872,10.902500475981483,0.0,6.863803391452954,-3.6045383056801854,0.0,-5.4148511828039885
1492,2013-02-03,14.903659967782263,0.0,2.941117680280768,30.795857420454922,0.0,20.191408165456558,-5.528989184283038,0.0,1.2530486419725286,6.116249677447751,0.0,1.450911004205863,11.018268422365821,0.0,6.78105762593618,-4.0686768154735224,0.0,-5.741484341840213
1493,2013-02-04,14.903659967782263,0.0,2.9587570374290957,30.913631316946688,0.0,20.207798033250203,-5.766722274430075,0.0,1.3126478209515922,6.599179103791512,0.0,1.6296326197196198,10.912193368375059,0.0,6.922643891475888,-4.098352583619639,0.0,-5.657853542767802
1494,2013-02-05,14.951961836414663,0.0,3.022520250310374,30.90986439510848,0.0,20.215128255488743,-5.744604469176456,0.0,1.1820338968071822,6.625174837718658,0.0,2.0997342449475984,10.882809420012913,0.0,6.842683282238422,-4.135166556742356,0.0,-5.557088095505398
1495,2013-02-06,15.001970401705435,0.0,3.022520250310374,30.860352079635735,0.0,20.18201626280613,-5.815831978464824,0.0,1.269760544863939,6.7950758228802375,0.0,2.2736710828294036,10.655115882846145,0.0,6.931471805599453,-4.160484364726646,0.0,-5.663600685023369
1496,2013-02-07,15.001970401705435,0.0,3.022520250310374,30.811691572406538,0.0,20.22541149945165,-5.6722838075968305,0.0,1.2453066678189133,6.393003625102478,0.0,2.037055825183398,11.019988874039978,0.0,7.252053951852814,-4.080441657053109,0.0,-5.373040912743973
1497,2013-02-08,15.001970401705435,0.0,3.022130747408522,30.836866942985502,0.0,20.220639670564655,-5.681042987686712,0.0,1.3342112812496654,6.670950080893789,0.0,2.425245105729933,11.014851525129401,0.0,7.141245122350491,-4.028556821684098,0.0,-5.280477448419706
1498,2013-02-09,15.001970401705435,0.0,3.021984644698057,30.79467039601362,0.0,20.21895258822493,-5.657853542767802,0.0,1.3336844108475931,6.573017936561306,0.0,2.369776342534369,10.961399367077858,0.0,7.60489448081162,-4.022954566135428,0.0,-5.086437007512537
1499,2013-02-10,15.001970401705435,0.0,3.021984644698057,30.859905721819334,0.0,20.178408778932432,-5.585999438999818,0.0,1.375738847180374,6.333586863353749,0.0,2.285642372263734,10.938130047199616,0.0,7.495541943884256,-3.979231755121596,0.0,-5.204827023460698
1500,2013-02-11,15.001970401705435,0.0,3.024999771234559,30.92659120793019,0.0,20.200327160479418,-5.646457408036931,0.0,1.329988524908796,6.300881202955765,0.0,1.6650618161820974,10.958409152579504,0.0,7.62657020629066,-3.907035463917107,0.0,-5.206650178022213
1501,2013-02-12,15.001970401705435,0.0,3.0346644835557783,30.7954255564125,0.0,20.124465195674738,-5.62960307648195,0.0,1.2328517638763126,6.259652207260461,0.0,2.5980120958932726,10.975276627160362,0.0,7.107425474110705,-3.912023005428146,0.0,-5.526473459685791
1502,2013-02-13,15.001970401705435,0.0,3.0346644835557783,30.84293091344759,0.0,19.950779229852763,-5.46555328592395,0.0,1.2958224579558149,6.213379343812354,0.0,2.223433654688608,10.98391889826689,0.0,7.077498053569231,-3.767922661454389,0.0,-5.557088095505398
1503,2013-02-14,15.001970401705435,0.0,3.0346644835557783,30.922052592017167,0.0,19.963265154814877,-5.632392478569528,0.0,1.2205348926249142,6.60728106823137,0.0,2.2091531482014934,10.83519877513616,0.0,7.300472814267799,-3.83970234384852,0.0,-5.215816145036293
1504,2013-02-15,15.001970401705435,0.0,3.0346644835557783,30.93264845432692,0.0,19.894312012196202,-5.426150738057921,0.0,1.2675108251299236,6.408317895676007,0.0,2.5222827139039556,10.923561556873755,0.0,7.220373836723949,-3.6045383056801854,0.0,-5.302325387945576
1505,2013-02-16,15.001970401705435,0.0,2.8231630082027146,31.0396311872927,0.0,19.80566796613827,-5.47505454504809,0.0,1.7307701976016252,6.480130447808907,0.0,1.840549633397487,10.844353816976325,0.0,7.216709486709457,-3.638186339798418,0.0,-5.554500771940447
1506,2013-02-17,15.001970401705435,0.0,2.7708997968078197,31.065579421649463,0.0,20.08861877928768,-5.506572305368496,0.0,1.5181994319998293,6.413621239080902,0.0,1.9469096493883968,10.808656667869773,0.0,7.2813856635702825,-3.684887432844399,0.0,-5.744604469176456
1507,2013-02-18,15.107315377464197,0.0,2.7708997968078197,31.108781034096506,0.0,20.063168842086295,-5.704782974989785,0.0,1.583709763861369,6.475653031416073,0.0,2.23953879127641,10.824029236297822,0.0,7.495541943884256,-3.738069698304708,0.0,-5.70779049605374
1508,2013-02-19,15.11051494740312,0.0,2.8791984572980396,30.993283496432056,0.0,20.18922687471604,-5.557088095505398,0.0,1.3488520656440206,6.603642966339034,0.0,2.1983350716202463,10.90338386826508,0.0,7.440733707389261,-3.7465085669505727,0.0,-5.615771597333488
1509,2013-02-20,15.11051494740312,0.0,2.9272392771086904,31.070481508469264,0.0,20.062954866520645,-5.397033339487194,0.0,1.2020709970363397,6.3618498234341265,0.0,3.4749743466580996,10.994655534315001,0.0,7.216709486709457,-3.7172789286356345,0.0,-5.045226738865875
1510,2013-02-21,15.11051494740312,0.0,2.9272392771086904,31.171883593076092,0.0,19.91545862282855,-5.578031269350641,0.0,1.2820443397460914,6.305492133648181,0.0,4.107803581906257,10.928453301035939,0.0,7.025538314638521,-3.611918412977808,0.0,-5.2139762181142855
1511,2013-02-22,15.11051494740312,0.0,2.9272392771086904,31.030982781538714,0.0,19.946475197950438,-5.472670753692815,0.0,1.3131858892992523,6.607837319114855,0.0,2.2349484442782344,11.034905792929415,0.0,7.187657164114956,-3.684887432844399,0.0,-5.261021581804339
1512,2013-02-23,15.11051494740312,0.0,2.831034501513586,31.056727997759978,0.0,19.91869947737136,-5.544217904984863,0.0,1.407076900302419,6.463438109760177,0.0,2.2109083044221416,10.963393662322158,0.0,7.6544432264701125,-3.7214026458194964,0.0,-5.2103064892253235
1513,2013-02-24,15.11051494740312,0.0,2.8035421825614306,31.027786290489562,0.0,19.938790730672505,-5.572754212249797,0.0,1.428395537138526,6.7539337116580835,0.0,2.4147523898647933,10.950946887845618,0.0,7.333023014386481,-3.78539035449478,0.0,-5.487059491144914
1514,2013-02-25,15.11051494740312,0.0,2.8035421825614306,31.13065493981689,0.0,19.967588244580387,-5.405902577227974,0.0,1.3895390912847796,6.684377950344138,0.0,1.9521761906339596,11.111551974765318,0.0,7.412160334945205,-3.5508581562165618,0.0,-5.456141451741604
1515,2013-02-26,15.11051494740312,0.0,2.7985610035097004,31.068587319100672,0.0,19.876565839137086,-5.536574555672295,0.0,1.4209373045634301,6.61781332157951,0.0,2.0898867995413744,11.055198172199253,0.0,7.385851078125209,-3.6419958682150857,0.0,-5.102750583004061
1516,2013-02-27,15.11051494740312,0.0,2.761274962339508,31.167236615758313,0.0,19.888245710109633,-5.463192009738271,0.0,1.4466836611326745,6.6206543709549255,0.0,1.7105494138025117,11.014621121757909,0.0,7.842671474979457,-3.619353391465326,0.0,-5.001180135325501
1517,2013-02-28,15.11051494740312,0.0,2.761274962339508,31.107337367771954,0.0,19.94675371469982,-5.4894778720091955,0.0,1.5532907518110994,6.603157607753912,0.0,2.0410904502959126,11.048553945576122,0.0,8.010359588919783,-3.4966075664668135,0.0,-4.92125173296157
1518,2013-03-01,15.162121859065042,0.0,2.761274962339508,31.072372986647547,0.0,20.114281801846275,-5.491902115620702,0.0,1.6243265249278511,6.7413488027571695,0.0,1.8489271422843963,11.07260490208959,0.0,7.727535110475448,-3.349554148510317,0.0,-5.280477448419706
1519,2013-03-02,15.289787407725536,0.0,2.864826003706192,31.103383541942,0.0,20.330970770854073,-5.578031269350641,0.0,1.499846235804006,6.786117448140287,0.0,2.0716613543608737,10.927376295008301,0.0,7.482681828154651,-3.493312670569961,0.0,-5.663600685023369
1520,2013-03-03,15.289787407725536,0.0,2.8680693420638352,31.125921244379253,0.0,20.37757645585719,-5.518964037663659,0.0,1.69120221423674,6.317778216910709,0.0,2.7495119909098045,10.902242672831173,0.0,7.4770384723196965,-3.6156289923743437,0.0,-5.37736057388849
1521,2013-03-04,15.289787407725536,0.0,3.055415275715165,31.25870511058673,0.0,20.62582745592755,-5.5164733763512075,0.0,1.6838029943894073,6.229571584960102,0.0,3.817976027448346,11.064526759476877,0.0,7.643482907077201,-3.547379891840237,0.0,-4.528209144851963
1522,2013-03-05,15.289787407725536,0.0,3.229776199336489,31.16673398481088,0.0,20.606413351943438,-5.583336321580334,0.0,1.8451422457931683,7.1276936993473985,0.0,4.17392562489244,10.946040822807591,0.0,7.688455356549944,-3.405205403059694,0.0,-4.240527072400182
1523,2013-03-06,15.289787407725536,0.0,3.236872901569855,31.150371515132857,0.0,20.790537158082227,-5.368739830844582,0.0,2.0971586624849943,7.273092595999522,0.0,3.6588067698576436,11.044600426103049,0.0,7.84971375760487,-2.3238087294456724,0.0,-4.374058465024705
1524,2013-03-07,15.289787407725536,0.0,3.561756057784744,31.107520756663597,0.0,21.03862893807547,-5.294325345278499,0.0,1.4238309646486165,6.8992441619637095,0.0,4.902894169257883,11.106609995407226,0.0,7.669961995473577,-3.2968373663379125,0.0,-4.160484364726646
1525,2013-03-08,15.289787407725536,0.0,3.561756057784744,31.18030481879936,0.0,20.76988060427404,-5.339139361068292,0.0,1.7660997224474773,6.792169327966702,0.0,4.479811023823575,10.927681564500782,0.0,7.67275789664251,-3.343872315042886,0.0,-4.06284589516273
1526,2013-03-09,15.289787407725536,0.0,3.561756057784744,31.205640759302465,0.0,20.837686909309927,-5.2648825904617995,0.0,1.9224952912171096,6.675205123968356,0.0,5.577826128310656,10.92191962407671,0.0,7.6324011266014535,-3.20398721237445,0.0,-4.305065593537753
1527,2013-03-10,15.289787407725536,0.0,3.6448753186158815,31.29677117786469,0.0,21.013586015534152,-5.245724916428866,0.0,1.9530276168241774,6.6122627844383794,0.0,4.878101498943961,11.207228765796126,0.0,8.715224041915372,-3.2968373663379125,0.0,-3.611918412977808
1528,2013-03-11,15.289787407725536,0.0,3.6608142858455928,31.288680502127676,0.0,21.075534878034038,-5.3329088113176555,0.0,2.4537599207911636,6.638045401436906,0.0,4.049695810553219,10.987409125794233,0.0,9.491979220880678,-3.2675409968494815,0.0,-3.291446517703036
1529,2013-03-12,15.289787407725536,0.0,3.7656784450836085,30.99941704204756,0.0,21.391112497064945,-5.253344000905305,0.0,2.4888156662847156,7.21081845347222,0.0,4.649808887606472,10.786200818144286,0.0,8.037220031133012,-2.800165490010016,0.0,-3.684887432844399
1530,2013-03-13,15.289787407725536,0.0,3.992533296075416,31.151307236553752,0.0,21.54322683793062,-5.29034919689886,0.0,2.54827260874315,7.033506484287697,0.0,5.573943304998713,10.942579817428031,0.0,8.173575486634153,-3.2213789550863194,0.0,-3.503230107227307
1531,2013-03-14,15.355681561366564,0.0,4.032185430313715,31.311327349745724,0.0,21.68115854912081,-5.310389947782306,0.0,2.478637036774405,6.783673950655618,0.0,4.980663940100271,10.96629993707305,0.0,8.181720455128108,-3.2365307601069215,0.0,-3.3214624136433017
1532,2013-03-15,15.394003990548901,0.0,4.433479916262797,31.379365228365128,0.0,21.922363845237797,-5.408132232555244,0.0,1.7924259137712155,8.21878715560148,0.0,4.605460143946219,11.044584452810392,0.0,8.014666370464942,-3.094448246493149,0.0,-3.2314546070750607
1533,2013-03-16,15.394003990548901,0.0,4.433479916262797,31.343788246334636,0.0,21.705207743104985,-5.349610660935587,0.0,2.0159691187242625,7.99799931797973,0.0,4.682584827935519,10.434468682505683,0.0,8.062432791583195,-3.199073197572021,0.0,-3.341043458842408
1534,2013-03-17,15.394003990548901,0.0,4.436372764413995,31.475995214666835,0.0,21.76462108161666,-5.310389947782306,0.0,1.9361483718533596,7.01571242048723,0.0,5.055181544956554,10.467066903737985,0.0,8.012018239159062,-3.228926160721702,0.0,-3.3186961601504117
1535,2013-03-18,15.394003990548901,0.0,4.565930272650488,31.49737486482096,0.0,21.848029733840757,-5.373040912743973,0.0,1.6473115648621819,8.295548516225763,0.0,5.4528779623482615,10.675792433881902,0.0,7.930565854233965,-3.2089254940150327,0.0,-3.387294476493164
1536,2013-03-19,15.394003990548901,0.0,4.565930272650488,31.44789307787035,0.0,21.6833014325538,-5.326716841069735,0.0,1.5201694446759182,7.6787889981991535,0.0,5.610851794928104,10.7350479402497,0.0,7.978653729082731,-2.8507665033038054,0.0,-3.2887619523323672
1537,2013-03-20,15.394003990548901,0.0,4.565930272650488,31.43099964152988,0.0,21.37612556290668,-4.982047837244343,0.0,1.6457698416814905,7.762170607138205,0.0,5.070330857020119,10.737808721543033,0.0,7.965198290612176,-3.0683029663888264,0.0,-3.387294476493164
1538,2013-03-21,15.394003990548901,0.0,4.565930272650488,31.594971991797983,0.0,21.28330208390512,-5.008637291433582,0.0,1.5293118679548154,7.76004068088038,0.0,4.9403344246957355,10.921359668136029,0.0,8.085794701281568,-2.8387285247443264,0.0,-3.341043458842408
1539,2013-03-22,15.394003990548901,0.0,4.520113261447732,31.63304529150145,0.0,21.04991208195544,-4.967575804635809,0.0,1.583709763861369,7.404279118037268,0.0,4.981487940531427,11.007999073135228,0.0,7.80954132465341,-2.6063965473757102,0.0,-3.4265151896464454
1540,2013-03-23,15.394003990548901,0.0,4.228205067349828,31.58955602598008,0.0,21.076464049151546,-5.013138424314374,0.0,2.2947545138788574,7.45182223652793,0.0,4.309778470466258,10.872313806912903,0.0,8.083637203141548,-2.756715373083491,0.0,-3.4802405890026082
1541,2013-03-24,15.534887847053808,0.0,4.228205067349828,31.729749599562165,0.0,21.46117695060777,-5.274600839930721,0.0,2.1273980251006908,7.1308988302963465,0.0,4.550703440474188,10.842439566953361,0.0,8.24354550792826,-2.9681171065210177,0.0,-3.2314546070750607
1542,2013-03-25,15.716994905150733,0.0,4.235511314491064,31.584274246106244,0.0,21.6460161550981,-5.3308405582535965,0.0,2.2185510973840366,7.684783943522785,0.0,4.2541364433679645,10.79648918643233,0.0,8.515191188745565,-2.7678002055079842,0.0,-3.313186504339442
1543,2013-03-26,15.716994905150733,0.0,4.360675308762846,31.547738333849253,0.0,21.813922867625987,-5.212139670306985,0.0,1.8762537922044964,7.89989532313973,0.0,4.41129413235445,10.797737153533403,0.0,8.36287583103188,-2.7105533313203285,0.0,-3.2995437279356556
1544,2013-03-27,15.716994905150733,0.0,4.360675308762846,31.453088738614944,0.0,21.782264918965744,-5.153351596297851,0.0,1.9617834982116034,8.312135107648412,0.0,4.313721026967066,10.879480127656327,0.0,8.390041405755754,-2.4123999590012524,0.0,-3.579128590154817
1545,2013-03-28,15.716994905150733,0.0,4.395806258082254,31.6103450459821,0.0,21.763849577081864,-4.902229420252469,0.0,1.9541617252530783,7.848543482456679,0.0,5.07814439867866,11.015443747295818,0.0,8.340217320947035,-2.449925680892755,0.0,-3.3813947543659757
1546,2013-03-29,15.716994905150733,0.0,4.566387776765607,31.709756459405,0.0,21.7291027954625,-5.040579170469328,0.0,1.9377339577711363,7.613324979540639,0.0,4.869747384724776,11.036259692850942,0.0,8.292047637431354,-2.4686396773241284,0.0,-3.2114038100294997
1547,2013-03-30,15.716994905150733,0.0,4.566387776765607,31.69332691200274,0.0,21.71907228769066,-5.019171625118542,0.0,2.082187767347861,7.8961806086154915,0.0,4.9683886741678345,10.98568247743216,0.0,8.41316512099219,-2.354931573366255,0.0,-3.0900429530252325
1548,2013-03-31,15.716994905150733,0.0,4.566387776765607,31.63020253912987,0.0,21.839692240855932,-4.9661400542097045,0.0,2.2037587386871507,8.042699496897637,0.0,5.253597158858127,10.687777148916288,0.0,8.412499120301572,-2.3730075572905913,0.0,-3.009831197933493
1549,2013-04-01,15.716994905150733,0.0,4.604519974646505,31.813103504336723,0.0,21.970667049168274,-4.930900326077402,0.0,2.6540163126097243,7.860185057472165,0.0,6.333308046918821,10.8699389376019,0.0,8.765458531504226,-2.5549000216085354,0.0,-2.4510851013124895
1550,2013-04-02,15.716994905150733,0.0,4.610595442633156,31.75566202228972,0.0,22.135090202872753,-4.829564519203954,0.0,3.3151310125573406,8.389359819906353,0.0,6.708297736241447,11.05239680608701,0.0,9.196038587265322,-2.2537949288246137,0.0,-1.851509473633829
1551,2013-04-03,15.716994905150733,0.0,4.830000314231505,31.72986168177718,0.0,22.526194320863407,-4.727337819962299,0.0,3.3358051628951033,8.4069317971587,0.0,6.350199617528166,11.062975411922519,0.0,9.2057297594185,-2.017406150760383,0.0,-1.4610179073158271
1552,2013-04-04,15.716994905150733,0.0,5.031535358203997,31.643295801631815,0.0,22.52075171064576,-4.735278871335112,0.0,3.305713853500539,8.354438940114811,0.0,6.237994492426733,11.108529784820083,0.0,9.19806534110057,-1.9589953886039688,0.0,-1.2344320118106447
1553,2013-04-05,15.76214301751911,0.0,5.031535358203997,31.578709574858458,0.0,22.51198403235264,-4.610182727811636,0.0,3.2281130302206824,8.3774712482411,0.0,6.373777022913876,11.022147536508015,0.0,9.132486932771318,-2.120263536200091,0.0,-1.3167682984712803
1554,2013-04-06,15.853218231159802,0.0,5.310438606598447,31.755380925564726,0.0,22.69546079365181,-4.719459332390219,0.0,2.6293676790677414,8.148445666243235,0.0,6.077685820381193,10.850404477952043,0.0,9.074062353683555,-2.2926347621408776,0.0,-1.4146938356415886
1555,2013-04-07,15.853218231159802,0.0,5.326793058165138,31.769542274064396,0.0,22.51407433364339,-4.6659823253848485,0.0,2.83814235297922,7.801800401908973,0.0,5.734773907150716,11.05685629858094,0.0,9.020510699691906,-2.111964733385396,0.0,-1.6296406197516198
1556,2013-04-08,15.853218231159802,0.0,5.326793058165138,31.779666560059642,0.0,22.644000462400026,-4.595219855134923,0.0,3.131617144574357,8.304989580140361,0.0,5.938003114532899,11.027198875259257,0.0,9.294129897705867,-2.0955709236097197,0.0,-1.248273063222516
1557,2013-04-09,15.853218231159802,0.0,5.439378464654816,31.807124508993383,0.0,22.839828672352475,-4.312500572025272,0.0,2.941487258701595,8.711607995897575,0.0,7.024649030453636,11.109503268695946,0.0,9.144627828610801,-1.9379419794061366,0.0,-1.155182640156504
1558,2013-04-10,15.853218231159802,0.0,5.4572380802247284,31.882462069981138,0.0,22.84493811084943,-4.398156016603766,0.0,2.8905939554306865,9.002701007197938,0.0,6.071679547630561,11.061782843365412,0.0,9.344171719609703,-1.7092582477163114,0.0,-1.287354413264987
1559,2013-04-11,15.853218231159802,0.0,5.471854620746904,31.818958909207392,0.0,22.89120009691913,-4.949069938438101,0.0,2.3574519944348857,8.301025253838453,0.0,6.376123024076742,11.130888756037155,0.0,9.274910142625483,-2.234926444520231,0.0,-1.8140050781753747
1560,2013-04-12,15.853218231159802,0.0,5.68140052376307,31.785021669845833,0.0,23.002382715940612,-5.057726901630106,0.0,1.7448425494403033,7.933438387627489,0.0,6.640927568141754,10.977072589295041,0.0,8.984066927653044,-2.4179959445053734,0.0,-1.973281345851445
1561,2013-04-13,15.853218231159802,0.0,5.68140052376307,31.772771890309464,0.0,22.91169678249731,-5.0206856299497575,0.0,2.180417459019838,7.781138509845015,0.0,6.036356647498495,10.8846292567299,0.0,9.207135241027235,-2.5996443272584235,0.0,-1.903808973036678
1562,2013-04-14,15.853218231159802,0.0,5.68140052376307,31.75227812043466,0.0,23.00750333990995,-5.153351596297851,0.0,2.04225875055212,7.239214973779806,0.0,5.875113298455214,10.920853631835199,0.0,9.100525505968976,-2.4236234213711016,0.0,-1.9241486572738007
1563,2013-04-15,15.853218231159802,0.0,5.768445987981924,31.75806495341243,0.0,23.090530573619773,-5.137900645142132,0.0,1.9319560997213385,7.421775793644647,0.0,5.733308913914523,10.90286865094238,0.0,9.021839764105513,-2.1286317858706076,0.0,-1.8578992717326
1564,2013-04-16,15.853218231159802,0.0,5.778500260835549,31.85133226573024,0.0,23.037858705574088,-5.310389947782306,0.0,1.9297807671254297,7.592870287844818,0.0,5.681441428298708,11.121481598224317,0.0,8.998754769495703,-2.8507665033038054,0.0,-2.0249533563957662
1565,2013-04-17,15.899725190301512,0.0,5.778500260835549,31.845407168014166,0.0,23.10423645019096,-5.296319363885364,0.0,1.8583271801667258,7.772752716468742,0.0,5.707927206708413,10.942615194369345,0.0,9.061027968789174,-2.1892564076870427,0.0,-2.017406150760383
1566,2013-04-18,16.009875049150608,0.0,5.874798699664386,31.909784632255388,0.0,23.172585526762656,-5.322610059117081,0.0,1.7749523509116738,9.381263883817768,0.0,5.430629891655254,10.746863446342765,0.0,8.971067438732089,-2.4464554634137476,0.0,-1.9241486572738007
1567,2013-04-19,16.009875049150608,0.0,5.898142389876609,31.724011383704507,0.0,23.07369395638319,-5.083205986931091,0.0,1.877784248579139,8.117610746466228,0.0,5.706282679870042,10.99189797871964,0.0,8.9595686535445,-2.308603165319609,0.0,-1.903808973036678
1568,2013-04-20,16.009875049150608,0.0,5.898142389876609,31.80176642069442,0.0,23.07074026002553,-4.97768419395657,0.0,2.0182308106349396,7.86403565907245,0.0,5.543578510615843,10.782034879499625,0.0,8.820108644508608,-2.2072749131897207,0.0,-1.720369473141382
1569,2013-04-21,16.009875049150608,0.0,5.909687628225748,31.969367905920965,0.0,23.145069149449853,-5.01765990903322,0.0,1.9719955195309882,7.835974581721566,0.0,6.010156263453381,10.693035227382389,0.0,8.94389780251682,-2.460409178187613,0.0,-1.9105430052180221
1570,2013-04-22,16.009875049150608,0.0,5.9267820156014155,31.91479137064861,0.0,23.20366245431026,-5.1060454789009135,0.0,1.9497598722100606,8.283999304248526,0.0,5.35179178056386,10.75877484084995,0.0,8.952475967933584,-2.1892564076870427,0.0,-1.903808973036678
1571,2013-04-23,16.009875049150608,0.0,5.9267820156014155,31.92072538053143,0.0,23.153295911548746,-4.953310227476987,0.0,1.9640306901685083,8.063377822367027,0.0,8.028129059431759,11.02679245379461,0.0,8.995412975433313,-2.120263536200091,0.0,-1.6296406197516198
1572,2013-04-24,16.009875049150608,0.0,5.937989927992137,31.938046186275898,0.0,23.17654084642849,-4.896860279837411,0.0,2.0793165338666846,8.42639282708974,0.0,7.4673710669175595,11.080001797565458,0.0,9.067624069774588,-2.0402208285265546,0.0,-1.6245515502441485
1573,2013-04-25,16.009875049150608,0.0,6.003442523867389,31.89880105025457,0.0,23.220900977779134,-4.762994271181658,0.0,2.1427683915401605,8.20849175174038,0.0,8.483429561263428,11.041224395888287,0.0,9.13216259091216,-1.995100393246085,0.0,-1.5005835075220182
1574,2013-04-26,16.009875049150608,0.0,6.003442523867389,32.00250791965733,0.0,23.24487180380646,-4.926753810115554,0.0,2.3006832857044492,7.970049304976135,0.0,8.607582191143917,10.916777945328233,0.0,8.970177815492379,-2.322787800311565,0.0,-1.4740332754278973
1575,2013-04-27,16.009875049150608,0.0,6.003442523867389,31.920743624619288,0.0,23.29032504633499,-5.046780740732609,0.0,2.3131293068697167,7.736743682453495,0.0,8.292298107063221,10.6969776817921,0.0,9.122928914965213,-2.198225077669803,0.0,-1.422958345491482
1576,2013-04-28,16.009875049150608,0.0,6.075474758435147,31.89570912715227,0.0,23.35550950491558,-4.857485114602581,0.0,2.2402840667966664,7.440146680662688,0.0,8.390949464841986,10.638304368267466,0.0,9.124128675157117,-2.3279029009783354,0.0,-1.3356012468043725
1577,2013-04-29,16.009875049150608,0.0,6.082077347845528,32.00068176613004,0.0,23.34802914701499,-4.925375450145433,0.0,2.285642372263734,8.46884293047519,0.0,8.145259566516865,10.85131571040844,0.0,9.135077887475635,-2.1541650878757723,0.0,-1.2729656758128873
1578,2013-04-30,16.103430034599082,0.0,6.082077347845528,32.00433899529005,0.0,23.36698160097337,-5.053021010592694,0.0,2.2388995413079127,7.945909598613133,0.0,8.287025025165063,10.767431804038074,0.0,9.11591979635669,-2.0402208285265546,0.0,-1.030019497202498
1579,2013-05-01,16.125695995031457,0.0,6.155119206420422,31.948931681131853,0.0,23.419916325596546,-5.060876510533003,0.0,2.1518784755693425,8.024207485778577,0.0,8.93313654381203,10.918283355111127,0.0,9.103868127465667,-2.3816283003344987,0.0,-1.2694006096483912
1580,2013-05-02,16.125695995031457,0.0,6.1790078634212655,31.888074922304117,0.0,23.395893752159836,-5.230658718074222,0.0,1.888583653863595,7.501634457883413,0.0,7.165493475060845,10.92043776750946,0.0,8.991064332188461,-2.24431618487007,0.0,-1.443923473956527
1581,2013-05-03,16.125695995031457,0.0,6.1790078634212655,31.888531694763675,0.0,23.089592890157597,-5.288367035694868,0.0,1.8107447691391356,7.383989457978509,0.0,6.6254016517844905,10.844958582940581,0.0,8.745125259462244,-2.396895772465287,0.0,-1.6502599069543555
1582,2013-05-04,16.125695995031457,0.0,6.1790078634212655,31.94382147268612,0.0,23.02330752582865,-5.1743313867670455,0.0,1.9316663286384648,6.953684210870537,0.0,6.83509210875312,10.821816206435848,0.0,8.727129915243166,-2.3465369805232283,0.0,-1.6245515502441485
1583,2013-05-05,16.125695995031457,0.0,6.078607373791056,31.9539382634159,0.0,22.91828971830439,-5.07357509387013,0.0,2.167910189667444,7.268920128193722,0.0,6.940222469119639,10.823112718999155,0.0,8.690810307580046,-2.4925356769524916,0.0,-1.6766466621275504
1584,2013-05-06,16.125695995031457,0.0,5.982809701750996,32.097364925260855,0.0,23.08380174059,-5.2103064892253235,0.0,2.3600989991946526,7.501082124259871,0.0,7.090076835776092,10.881324834061799,0.0,9.27199975236291,-2.1803674602697964,0.0,-1.422958345491482
1585,2013-05-07,16.125695995031457,0.0,5.982809701750996,32.064018576605505,0.0,23.348095528885928,-5.190360225042944,0.0,2.2144094020903204,7.554858521040676,0.0,6.846613648539773,10.943181055288761,0.0,9.072456664612796,-2.3947003819018513,0.0,-1.7719568419318752
1586,2013-05-08,16.125695995031457,0.0,6.066963872309556,32.079294883481445,0.0,23.55333623830501,-5.228791303899427,0.0,1.970463379110091,7.4949862339505335,0.0,6.579498403677945,10.825243323841342,0.0,9.10886120302633,-2.1803674602697964,0.0,-1.7092582477163114
1587,2013-05-09,16.125695995031457,0.0,6.152302815085057,32.049833409213605,0.0,23.53806606804411,-5.2139762181142855,0.0,2.010359380492392,7.034387929915503,0.0,6.502653604823854,11.106609995407226,0.0,9.455323689894849,-2.234926444520231,0.0,-1.4188175528254507
